Make,Colour,Odometer (KM),Doors,Price
Lincoln,silver,39013,2,"$57,293"
MAZDA,lime,73525,5,"$71,111"
GMC,silver,57944,6,"$41,316"
Acura,fuchsia,63529,4,"$53,734"
Volvo,purple,22864,5,"$67,501"
Ford,teal,82739,7,"$91,681"
Chevrolet,olive,77265,2,"$33,765"
Lamborghini,navy,46588,2,"$30,150"
Lexus,olive,62588,2,"$49,481"
Ram,purple,17856,6,"$7,564"
Dodge,silver,33640,7,"$62,180"
Rolls-Royce,navy,71920,5,"$24,160"
Subaru,gray,56783,2,"$64,164"
Lamborghini,blue,58765,5,"$17,424"
Ford,lime,42088,6,"$80,290"
Toyota,green,84852,4,"$59,195"
Ford,purple,70349,7,"$21,371"
Hyundai,fuchsia,18777,5,"$62,150"
Chevrolet,blue,38036,4,"$13,703"
GMC,aqua,53653,4,"$43,666"
Oldsmobile,black,40298,7,"$27,911"
GMC,white,86829,5,"$39,919"
Chevrolet,yellow,7070,7,"$98,205"
BMW,aqua,79806,2,"$79,044"
Volkswagen,aqua,51956,6,"$98,519"
Toyota,lime,12687,3,"$10,402"
Aston Martin,olive,68162,4,"$40,229"
Toyota,fuchsia,97232,6,"$74,078"
Dodge,purple,29565,2,"$73,472"
Volkswagen,purple,1128,3,"$98,134"
Lincoln,blue,57903,6,"$74,439"
Toyota,blue,20373,4,"$14,303"
GMC,gray,87402,6,"$16,721"
Lexus,green,1956,5,"$31,312"
Dodge,white,60733,3,"$31,756"
Toyota,fuchsia,65923,5,"$28,842"
Dodge,navy,61138,3,"$44,415"
Mercedes-Benz,white,8035,3,"$50,819"
GMC,green,65678,6,"$26,514"
Chevrolet,olive,82505,6,"$99,025"
Saab,blue,39945,7,"$83,021"
Nissan,aqua,96607,7,"$19,034"
Nissan,fuchsia,13001,7,"$60,747"
Chevrolet,aqua,9631,5,"$37,988"
Audi,lime,94299,5,"$91,229"
Toyota,aqua,26792,4,"$8,758"
Honda,navy,30745,3,"$22,552"
GMC,teal,4209,6,"$11,619"
Ford,lime,45854,4,"$48,758"
Mercedes-Benz,fuchsia,60164,2,"$34,866"
Buick,teal,99562,3,"$81,752"
Chevrolet,silver,49983,5,"$69,822"
Chevrolet,purple,24306,4,"$76,543"
Lexus,olive,54374,3,"$92,070"
GMC,silver,47245,3,"$15,545"
Ford,green,78998,7,"$23,381"
GMC,black,19823,3,"$86,497"
Toyota,green,95810,4,"$89,010"
GMC,maroon,83353,6,"$31,472"
Toyota,fuchsia,79744,4,"$74,335"
Ford,blue,95682,6,"$73,248"
GMC,purple,87583,6,"$21,264"
GMC,aqua,33426,4,"$57,969"
Chevrolet,gray,99242,2,"$60,871"
Cadillac,teal,82517,7,"$89,150"
Honda,silver,33152,2,"$17,826"
Volkswagen,olive,39637,6,"$5,723"
FIAT,olive,63618,3,"$51,752"
Ford,yellow,67114,4,"$42,980"
Volvo,purple,61814,3,"$71,810"
Toyota,maroon,50737,3,"$72,963"
GMC,aqua,64279,4,"$4,093"
Ram,black,91933,4,"$73,870"
Nissan,white,72593,2,"$91,058"
Lexus,lime,64582,7,"$42,954"
Chrysler,maroon,79513,4,"$29,109"
Mitsubishi,purple,38023,4,"$80,219"
Pontiac,lime,15969,3,"$60,336"
Land Rover,teal,9983,7,"$71,084"
Chevrolet,teal,51388,7,"$22,982"
Pontiac,black,93500,2,"$74,235"
Ford,fuchsia,53065,4,"$76,927"
GMC,navy,13470,2,"$99,876"
Jaguar,silver,57691,4,"$14,719"
Chevrolet,maroon,57223,7,"$49,825"
Subaru,navy,7851,7,"$71,677"
Volvo,white,77049,3,"$4,597"
Dodge,white,45531,3,"$34,614"
Honda,fuchsia,33813,5,"$11,746"
Chevrolet,fuchsia,15035,7,"$35,590"
Buick,aqua,46586,6,"$31,774"
Ram,aqua,52088,6,"$68,284"
Chevrolet,navy,90054,3,"$49,539"
Ford,maroon,53796,6,"$32,081"
GMC,green,49931,2,"$44,133"
Ford,white,70277,7,"$30,187"
Toyota,green,30535,2,"$46,214"
Audi,green,66273,3,"$99,678"
Chrysler,white,20211,6,"$66,254"
Cadillac,maroon,97453,6,"$21,906"
Acura,fuchsia,88321,6,"$30,639"
Toyota,white,71591,2,"$85,193"
Audi,purple,19525,3,"$35,660"
Audi,teal,50975,4,"$87,559"
MINI,silver,18564,5,"$28,078"
Ford,lime,43680,7,"$28,119"
Toyota,maroon,36420,7,"$83,394"
Mercedes-Benz,maroon,77611,4,"$21,261"
Audi,navy,95877,2,"$29,352"
Volkswagen,teal,25710,7,"$77,936"
Ram,lime,91457,2,"$28,520"
MAZDA,teal,38551,3,"$55,607"
Acura,teal,40976,7,"$27,557"
GMC,blue,98804,6,"$42,500"
Kia,purple,11280,4,"$84,985"
Mercedes-Benz,teal,37978,7,"$87,715"
Chevrolet,white,72946,2,"$36,559"
Nissan,silver,63133,6,"$46,255"
Chevrolet,lime,22221,2,"$99,963"
Jaguar,white,55767,6,"$84,444"
Land Rover,blue,87744,5,"$25,341"
Chevrolet,blue,14555,4,"$61,129"
BMW,black,49969,7,"$78,816"
Porsche,olive,56471,3,"$35,989"
Acura,navy,62749,4,"$82,703"
BMW,teal,1958,7,"$82,006"
Mercedes-Benz,navy,57169,4,"$2,581"
Kia,silver,82997,5,"$68,433"
GMC,blue,53993,7,"$23,702"
Ford,green,95032,3,"$98,522"
Jeep,green,22484,4,"$47,647"
Lexus,navy,3392,4,"$77,936"
BMW,fuchsia,7405,3,"$7,258"
Saab,purple,18993,2,"$87,391"
Volvo,purple,80657,7,"$74,512"
BMW,fuchsia,51882,4,"$85,355"
Ford,white,89561,7,"$84,537"
Kia,blue,85142,7,"$83,388"
Aston Martin,purple,94882,4,"$87,458"
Chevrolet,white,89519,4,"$84,619"
Honda,olive,34150,3,"$30,317"
Chrysler,aqua,82522,2,"$29,165"
Toyota,lime,16582,2,"$72,067"
MAZDA,lime,84552,7,"$19,099"
Chevrolet,gray,10725,6,"$49,408"
Ford,fuchsia,70166,4,"$35,576"
Mercedes-Benz,fuchsia,71237,7,"$23,773"
Honda,navy,10570,3,"$93,283"
Ford,green,29098,3,"$50,338"
Hyundai,purple,1215,5,"$67,981"
Land Rover,teal,15661,4,"$7,185"
Jeep,yellow,90130,7,"$4,392"
Volkswagen,green,78577,2,"$73,636"
Ford,teal,68577,4,"$39,288"
Nissan,fuchsia,85858,5,"$1,755"
Ram,gray,27499,3,"$90,864"
BMW,silver,51089,7,"$85,761"
INFINITI,blue,63761,6,"$24,903"
Volvo,lime,25598,3,"$84,604"
Nissan,navy,73602,7,"$6,581"
Hyundai,green,90673,2,"$26,713"
Chevrolet,olive,15456,3,"$21,985"
Chevrolet,maroon,82551,2,"$86,860"
MAZDA,yellow,53814,3,"$75,816"
Lincoln,navy,11150,7,"$63,742"
Lincoln,white,26541,4,"$79,771"
Ford,silver,88005,2,"$55,492"
Plymouth,yellow,46407,7,"$55,823"
Volkswagen,fuchsia,8453,4,"$55,895"
Saab,olive,51443,3,"$37,434"
Ford,yellow,37800,2,"$19,041"
Ford,maroon,25641,7,"$37,403"
Isuzu,fuchsia,24278,6,"$75,751"
Chevrolet,gray,82585,6,"$99,706"
MAZDA,olive,89128,2,"$76,589"
Honda,aqua,40972,3,"$67,100"
Chrysler,blue,68366,2,"$90,509"
Nissan,black,23405,3,"$31,063"
Toyota,white,21760,5,"$21,867"
Hyundai,navy,75075,6,"$55,100"
Dodge,lime,18264,7,"$63,613"
Audi,yellow,20445,5,"$44,914"
Acura,purple,55454,4,"$8,419"
Ford,teal,92676,7,"$99,381"
Lincoln,purple,67731,4,"$62,554"
Audi,teal,12743,7,"$21,874"
Ford,fuchsia,43750,6,"$1,428"
Jeep,navy,74899,6,"$10,608"
Porsche,purple,75093,4,"$59,659"
Chevrolet,fuchsia,15142,6,"$22,264"
GMC,blue,92589,6,"$61,098"
Ford,purple,39519,2,"$27,568"
Ford,yellow,91773,7,"$32,132"
Toyota,gray,29141,6,"$48,686"
Volkswagen,green,44002,4,"$92,658"
Nissan,blue,89775,6,"$92,109"
Toyota,maroon,31717,7,"$59,695"
Volvo,black,44100,4,"$78,673"
FIAT,maroon,64443,5,"$3,241"
BMW,black,41667,2,"$18,810"
BMW,olive,33759,4,"$37,912"
Hyundai,yellow,1996,4,"$42,461"
Saab,gray,72240,5,"$76,176"
Hyundai,olive,35585,3,"$1,484"
Chevrolet,blue,48493,2,"$42,243"
Nissan,gray,99409,5,"$94,332"
Oldsmobile,blue,65306,7,"$57,699"
Suzuki,maroon,50465,6,"$95,691"
Dodge,fuchsia,12737,7,"$65,396"
INFINITI,teal,17735,6,"$68,064"
Chevrolet,lime,24797,3,"$62,756"
Chevrolet,teal,7896,6,"$59,501"
GMC,maroon,92892,2,"$32,677"
Dodge,maroon,97007,2,"$48,503"
Toyota,fuchsia,47934,7,"$25,319"
Land Rover,silver,22665,2,"$79,066"
Dodge,blue,2080,7,"$33,924"
BMW,maroon,73173,3,"$69,310"
Chevrolet,aqua,96931,4,"$2,949"
Mercedes-Benz,gray,32677,5,"$64,446"
MAZDA,olive,31737,5,"$57,220"
Chevrolet,lime,42963,7,"$66,028"
Cadillac,blue,89614,3,"$40,045"
Mercedes-Benz,silver,49814,5,"$3,717"
Jeep,lime,26063,7,"$53,598"
Mercedes-Benz,black,18765,5,"$35,610"
Saturn,white,67663,3,"$18,607"
Dodge,black,74910,5,"$10,855"
Ford,green,12854,5,"$88,822"
Dodge,white,1533,6,"$85,151"
Mitsubishi,gray,6186,3,"$38,355"
Mercedes-Benz,silver,71283,3,"$36,747"
Volkswagen,lime,69958,4,"$92,563"
Ford,lime,26788,6,"$30,636"
Dodge,purple,60154,3,"$55,892"
Jaguar,blue,78073,4,"$57,693"
Chevrolet,maroon,27683,3,"$59,315"
Aston Martin,white,80402,3,"$40,678"
Lexus,olive,46947,4,"$16,702"
Ford,fuchsia,27092,3,"$3,298"
Volkswagen,purple,48286,5,"$65,830"
Lexus,gray,94435,2,"$47,881"
BMW,maroon,33761,7,"$85,577"
Pontiac,black,73043,5,"$56,523"
Toyota,purple,71264,6,"$80,823"
Buick,fuchsia,9803,7,"$3,738"
INFINITI,purple,75839,6,"$34,902"
Mitsubishi,white,73416,3,"$20,593"
MAZDA,black,58628,4,"$73,945"
Maserati,lime,82024,7,"$33,670"
Dodge,navy,38536,4,"$47,160"
GMC,blue,48945,4,"$40,080"
Volvo,yellow,99437,5,"$12,362"
Chevrolet,lime,97426,2,"$29,112"
MAZDA,gray,32494,3,"$75,640"
Maserati,maroon,9678,3,"$3,339"
Nissan,black,32365,6,"$91,551"
Mitsubishi,teal,73729,7,"$52,859"
Mercedes-Benz,purple,9688,4,"$32,137"
GMC,lime,98044,5,"$77,377"
Hyundai,purple,16551,5,"$57,305"
Toyota,aqua,47187,4,"$48,769"
Maybach,yellow,56102,6,"$53,008"
GMC,gray,52728,2,"$97,515"
Chevrolet,green,35808,5,"$4,311"
Mercury,olive,48786,6,"$49,814"
Volkswagen,teal,78664,7,"$29,588"
Acura,teal,67054,6,"$28,723"
MAZDA,navy,22113,7,"$85,058"
GMC,maroon,69114,4,"$89,955"
MAZDA,aqua,45225,3,"$4,085"
Audi,navy,57242,4,"$64,814"
Nissan,yellow,93228,3,"$66,421"
Lincoln,lime,15022,3,"$27,015"
MAZDA,gray,48208,4,"$35,035"
Chevrolet,teal,23808,3,"$97,514"
Nissan,maroon,48273,4,"$47,087"
Cadillac,lime,75338,2,"$31,888"
Jeep,olive,28178,3,"$90,163"
Buick,olive,21958,4,"$11,671"
Honda,yellow,65672,3,"$55,589"
Jaguar,aqua,40390,5,"$8,153"
Ford,maroon,95712,3,"$83,589"
Mercedes-Benz,fuchsia,57964,4,"$22,695"
Oldsmobile,black,39136,6,"$80,153"
Lexus,silver,70870,5,"$24,685"
Mercedes-Benz,teal,85421,7,"$14,870"
Nissan,black,43509,7,"$93,644"
Porsche,lime,17234,5,"$56,027"
Nissan,white,10704,5,"$34,344"
Maybach,white,43239,7,"$59,866"
Honda,aqua,30755,7,"$64,553"
Kia,teal,29940,4,"$95,295"
Dodge,yellow,84492,7,"$68,858"
Ferrari,maroon,14426,6,"$30,156"
Audi,teal,27178,6,"$33,595"
Ford,navy,1754,7,"$44,092"
Ford,aqua,78706,6,"$41,717"
GMC,white,64990,6,"$66,052"
Lexus,olive,15436,6,"$1,096"
Dodge,gray,39514,2,"$85,633"
Ford,black,60324,5,"$22,769"
Toyota,aqua,36765,6,"$36,636"
Pontiac,gray,55894,5,"$17,208"
Pontiac,maroon,30542,6,"$9,430"
Ford,navy,22387,4,"$11,907"
Volkswagen,gray,45770,3,"$67,591"
Ford,teal,97887,6,"$30,221"
Ford,green,52342,3,"$66,365"
Toyota,silver,64740,3,"$79,291"
Chevrolet,purple,30711,5,"$28,495"
INFINITI,teal,57836,5,"$76,912"
Lexus,purple,12129,2,"$14,488"
Mitsubishi,teal,55823,4,"$30,911"
Kia,olive,51351,7,"$22,340"
Buick,aqua,50530,7,"$38,305"
Audi,silver,37816,6,"$75,623"
Hyundai,aqua,79603,6,"$7,952"
Porsche,navy,77764,4,"$69,989"
Hyundai,green,82455,6,"$17,898"
INFINITI,purple,88364,6,"$63,768"
Dodge,yellow,43327,6,"$96,251"
Ford,olive,93719,4,"$95,368"
Buick,white,68028,3,"$61,764"
Lexus,olive,23693,2,"$81,005"
Cadillac,black,20462,7,"$99,379"
Saturn,white,24081,2,"$20,462"
Ford,lime,97719,4,"$59,088"
Hyundai,fuchsia,78965,4,"$82,804"
Dodge,lime,41619,4,"$53,325"
Lincoln,maroon,38031,5,"$33,249"
Honda,green,13968,3,"$63,288"
MAZDA,black,42457,5,"$16,534"
Audi,olive,42937,6,"$67,531"
Mercedes-Benz,aqua,42876,5,"$1,352"
Ford,maroon,38698,7,"$96,054"
Ford,yellow,38769,3,"$43,100"
Cadillac,black,90129,6,"$83,646"
Dodge,silver,88107,6,"$26,883"
GMC,fuchsia,15291,5,"$37,520"
McLaren,blue,40575,6,"$52,665"
Kia,yellow,49639,2,"$54,564"
Cadillac,gray,20000,4,"$74,235"
Toyota,white,37696,4,"$92,991"
Isuzu,purple,88371,5,"$52,192"
Chevrolet,green,99905,3,"$35,263"
Ford,white,59056,5,"$41,568"
Ford,navy,7364,7,"$64,257"
Chevrolet,aqua,79409,6,"$36,697"
Audi,silver,79930,2,"$35,719"
INFINITI,olive,27127,2,"$91,447"
GMC,yellow,27366,6,"$86,085"
Oldsmobile,white,20144,6,"$43,032"
MAZDA,purple,65427,7,"$77,083"
Lexus,aqua,47639,6,"$37,142"
Cadillac,fuchsia,48594,5,"$59,141"
Dodge,green,27705,7,"$25,683"
GMC,aqua,54746,6,"$85,488"
INFINITI,yellow,54949,6,"$79,583"
BMW,aqua,77545,6,"$3,341"
Isuzu,white,13949,7,"$70,768"
Pontiac,maroon,13913,3,"$34,573"
Dodge,maroon,99996,3,"$16,215"
Chevrolet,navy,77176,7,"$36,068"
Chevrolet,gray,41362,5,"$2,130"
Dodge,gray,29836,6,"$30,168"
Lexus,white,7292,7,"$5,606"
Dodge,green,89581,2,"$12,358"
Dodge,black,79691,6,"$45,623"
Lexus,yellow,46637,3,"$3,143"
GMC,teal,34081,3,"$59,942"
Nissan,black,17716,6,"$78,227"
MAZDA,gray,93518,5,"$43,693"
Ford,aqua,91299,6,"$41,228"
Mercury,olive,13726,3,"$30,544"
Toyota,blue,16071,5,"$27,120"
Mercedes-Benz,white,63673,5,"$94,308"
Suzuki,green,32857,7,"$61,133"
Kia,white,69985,7,"$20,181"
Mitsubishi,silver,63337,6,"$29,110"
Jeep,yellow,64201,2,"$47,492"
Nissan,green,75365,2,"$51,577"
Ford,purple,56904,7,"$15,570"
Porsche,fuchsia,76942,2,"$41,779"
Toyota,black,75933,6,"$52,750"
Honda,olive,16715,3,"$78,428"
Dodge,black,57256,4,"$35,465"
Subaru,navy,22049,7,"$39,411"
MINI,teal,73965,4,"$51,945"
Dodge,fuchsia,7150,4,"$36,556"
Ram,fuchsia,41009,4,"$85,729"
Lexus,silver,26215,7,"$93,536"
Honda,yellow,5440,5,"$65,498"
Dodge,yellow,76773,2,"$79,287"
Audi,green,46900,3,"$61,820"
GMC,maroon,26554,2,"$34,974"
Ford,lime,13129,2,"$84,928"
Mercedes-Benz,gray,73816,5,"$41,483"
Nissan,aqua,67755,6,"$61,440"
Chevrolet,teal,47153,6,"$58,235"
Mercedes-Benz,white,46860,4,"$81,118"
Buick,purple,56467,7,"$42,144"
Ford,blue,66512,5,"$18,466"
GMC,teal,89087,3,"$90,274"
Chevrolet,black,67851,6,"$87,186"
Mercedes-Benz,aqua,36989,2,"$95,899"
Mitsubishi,olive,98550,5,"$67,254"
Lincoln,black,5088,7,"$29,566"
Ford,yellow,29501,5,"$69,279"
Chevrolet,olive,88604,5,"$92,452"
Chevrolet,gray,90441,3,"$66,498"
Nissan,lime,72637,4,"$38,510"
Hyundai,black,85082,5,"$49,285"
Audi,olive,78595,7,"$83,994"
Isuzu,teal,64360,2,"$50,993"
BMW,olive,71256,5,"$22,644"
MAZDA,lime,22750,4,"$26,185"
INFINITI,yellow,91423,5,"$80,679"
Ram,green,23072,6,"$22,939"
Bentley,lime,82046,5,"$48,197"
Mitsubishi,silver,49552,3,"$60,582"
GMC,blue,60868,7,"$42,420"
Volvo,lime,37996,2,"$88,982"
Volkswagen,navy,75923,7,"$30,831"
MAZDA,yellow,75630,6,"$20,591"
Dodge,lime,7430,3,"$91,559"
Toyota,yellow,2790,5,"$7,838"
Ford,yellow,57838,4,"$78,602"
Nissan,green,72042,4,"$47,777"
Volkswagen,navy,43830,5,"$98,792"
Acura,blue,42243,4,"$61,210"
Jaguar,fuchsia,57465,5,"$68,039"
Maserati,fuchsia,93197,5,"$53,402"
Buick,fuchsia,20585,6,"$58,676"
Isuzu,white,87313,6,"$66,361"
Isuzu,aqua,49797,4,"$50,781"
Volkswagen,olive,24698,5,"$21,369"
Hyundai,silver,23477,5,"$86,121"
Volkswagen,lime,74353,5,"$78,923"
Honda,olive,77062,3,"$58,410"
BMW,olive,18545,5,"$48,366"
Dodge,aqua,30283,2,"$93,125"
Chevrolet,green,95877,2,"$73,749"
Maserati,aqua,25903,7,"$52,665"
Hyundai,lime,75434,5,"$94,022"
Volvo,blue,31917,3,"$33,925"
Cadillac,purple,19026,5,"$50,091"
smart,green,33397,7,"$98,461"
Pontiac,silver,3140,5,"$18,296"
Scion,lime,51008,2,"$47,860"
GMC,black,11724,2,"$53,871"
Chevrolet,olive,2222,6,"$84,581"
Ford,gray,66589,4,"$69,414"
Volvo,fuchsia,41125,6,"$78,964"
Mitsubishi,gray,91336,2,"$81,076"
Toyota,blue,87320,6,"$16,306"
Rolls-Royce,blue,69361,5,"$8,721"
Mercury,blue,20170,6,"$54,487"
Chevrolet,teal,46423,4,"$73,486"
MAZDA,green,68005,5,"$77,896"
Dodge,navy,39909,6,"$2,509"
GMC,black,25292,2,"$89,175"
Honda,gray,37871,6,"$16,716"
GMC,aqua,68447,4,"$57,876"
Mercedes-Benz,silver,21298,4,"$99,956"
Chevrolet,green,90034,7,"$6,253"
Cadillac,fuchsia,91292,6,"$16,468"
Subaru,black,12253,5,"$25,146"
Acura,white,94108,2,"$32,844"
Honda,gray,79225,5,"$99,993"
Mercedes-Benz,aqua,58064,5,"$59,634"
Chevrolet,teal,72080,4,"$64,581"
Ford,navy,77951,4,"$90,284"
GMC,gray,53977,6,"$89,710"
Saturn,silver,66535,6,"$90,882"
Volkswagen,gray,92409,5,"$40,567"
Ford,blue,25791,7,"$41,086"
Mercedes-Benz,teal,56687,2,"$41,078"
MAZDA,fuchsia,51384,3,"$4,535"
Chevrolet,lime,80314,2,"$68,165"
Chevrolet,white,58264,2,"$8,646"
Ford,silver,18817,6,"$48,532"
Toyota,green,64133,5,"$53,922"
Ford,purple,17031,5,"$46,924"
Mercedes-Benz,fuchsia,12359,3,"$25,940"
Ram,gray,19727,2,"$84,252"
Chevrolet,fuchsia,18522,2,"$38,986"
Oldsmobile,lime,81728,7,"$4,247"
Mercedes-Benz,blue,24158,4,"$72,556"
Chevrolet,lime,9947,4,"$41,327"
Chevrolet,blue,72346,2,"$63,149"
Pontiac,fuchsia,71982,7,"$93,046"
BMW,olive,78434,3,"$21,007"
Volkswagen,navy,61329,7,"$40,740"
Porsche,purple,49470,3,"$99,343"
Bentley,white,85283,3,"$87,846"
Mercedes-Benz,white,44391,3,"$69,406"
GMC,gray,70316,5,"$59,605"
Ram,maroon,53905,5,"$73,548"
MAZDA,lime,78345,3,"$79,653"
Subaru,silver,71582,4,"$38,874"
BMW,olive,67019,6,"$95,055"
Chevrolet,green,20899,6,"$7,846"
Chevrolet,purple,73550,7,"$82,781"
MAZDA,purple,69473,3,"$63,060"
Chrysler,olive,88963,2,"$6,258"
Porsche,yellow,74292,6,"$49,219"
Chevrolet,yellow,25368,7,"$58,458"
Chevrolet,teal,64350,2,"$46,373"
Mitsubishi,olive,48166,3,"$85,789"
Ford,blue,53461,3,"$64,767"
Saturn,gray,29601,5,"$24,976"
Ford,olive,6803,4,"$82,725"
Bentley,navy,38907,6,"$26,707"
Volvo,white,60082,7,"$77,454"
Dodge,aqua,38114,5,"$10,173"
Nissan,olive,65193,4,"$58,082"
Audi,gray,18957,4,"$97,220"
Chevrolet,silver,2554,4,"$23,739"
Mitsubishi,teal,35060,3,"$68,195"
Ford,olive,26464,3,"$2,347"
Cadillac,yellow,58001,4,"$44,871"
Toyota,black,89450,2,"$76,521"
Lexus,olive,6989,4,"$52,177"
Bentley,fuchsia,64919,5,"$82,266"
Honda,silver,3852,7,"$60,046"
BMW,fuchsia,80746,2,"$21,012"
Honda,silver,35179,2,"$89,058"
Toyota,yellow,79025,6,"$81,220"
Nissan,black,98486,5,"$32,524"
Oldsmobile,green,18458,3,"$56,304"
Nissan,teal,89544,7,"$74,122"
Toyota,purple,50703,3,"$10,174"
Chevrolet,gray,29415,2,"$54,994"
Chevrolet,silver,68026,6,"$99,521"
Oldsmobile,white,41124,5,"$73,464"
Mercedes-Benz,navy,11179,4,"$32,355"
Toyota,maroon,61254,6,"$68,578"
Mercedes-Benz,maroon,93060,5,"$71,605"
Chevrolet,teal,67630,2,"$98,147"
GMC,green,14217,5,"$15,913"
Mitsubishi,green,99483,3,"$34,067"
BMW,green,98587,7,"$6,572"
Porsche,maroon,13090,7,"$21,963"
Isuzu,lime,87065,5,"$31,633"
BMW,green,21822,6,"$65,441"
BMW,white,72714,7,"$8,452"
Audi,aqua,68870,7,"$10,450"
MAZDA,aqua,36088,3,"$29,396"
Mercedes-Benz,olive,81550,7,"$75,778"
Honda,yellow,3649,7,"$1,530"
Mitsubishi,teal,54251,5,"$64,339"
Ford,green,91982,2,"$39,418"
Chevrolet,white,14519,2,"$10,289"
Ford,yellow,73963,7,"$80,559"
Ford,white,60675,5,"$64,143"
Subaru,white,3058,7,"$96,758"
Audi,silver,31529,6,"$27,082"
GMC,olive,61633,7,"$34,725"
Audi,green,35561,3,"$95,752"
Lincoln,teal,7586,5,"$13,204"
BMW,gray,33690,6,"$70,976"
Buick,aqua,55116,7,"$1,641"
Pontiac,lime,57594,7,"$53,157"
Dodge,fuchsia,30847,5,"$24,091"
Ford,silver,5175,4,"$63,016"
BMW,lime,17536,3,"$92,424"
Volkswagen,purple,61583,2,"$10,333"
Toyota,white,95907,6,"$37,578"
Mercedes-Benz,green,28683,5,"$61,831"
Ford,black,32132,7,"$11,870"
Kia,aqua,97105,4,"$10,435"
GMC,navy,36211,6,"$97,761"
GMC,blue,80809,4,"$28,483"
MINI,white,51151,4,"$65,024"
Suzuki,aqua,18456,2,"$75,619"
BMW,green,62393,5,"$72,821"
Toyota,purple,98715,5,"$77,806"
MAZDA,teal,43000,4,"$71,679"
Volkswagen,purple,70979,7,"$88,818"
Mercedes-Benz,silver,50634,7,"$80,294"
Toyota,blue,17930,5,"$69,870"
Chevrolet,teal,8092,3,"$75,996"
Ford,olive,17033,2,"$19,530"
Chevrolet,aqua,47155,7,"$98,828"
Acura,white,79541,5,"$4,765"
Honda,black,75121,3,"$94,885"
Mercedes-Benz,white,46846,4,"$10,290"
Mitsubishi,fuchsia,85537,3,"$91,663"
Chevrolet,lime,7704,4,"$26,472"
Chevrolet,gray,35435,3,"$58,202"
BMW,gray,48787,5,"$84,798"
Acura,fuchsia,58450,5,"$58,385"
GMC,lime,99395,7,"$50,050"
BMW,yellow,5502,7,"$18,388"
Volkswagen,teal,44797,5,"$84,324"
Audi,maroon,6126,7,"$6,860"
Lincoln,maroon,50216,3,"$76,315"
Oldsmobile,aqua,87342,4,"$9,547"
Toyota,maroon,49883,6,"$54,618"
Chevrolet,black,65188,7,"$95,198"
Dodge,white,62190,3,"$73,041"
Nissan,blue,1221,5,"$13,206"
Freightliner,purple,86260,2,"$36,095"
Suzuki,lime,72167,3,"$49,212"
Jaguar,silver,30349,6,"$28,421"
Nissan,white,9375,5,"$47,225"
Mercury,gray,96724,2,"$1,134"
GMC,gray,62856,6,"$79,338"
MAZDA,lime,46010,2,"$4,242"
Chevrolet,teal,22506,4,"$83,263"
Honda,purple,76062,2,"$74,723"
Ford,green,38139,3,"$29,869"
Bentley,fuchsia,1190,2,"$27,707"
Mercedes-Benz,fuchsia,52071,2,"$58,981"
HUMMER,olive,89027,6,"$20,627"
Ram,black,96686,2,"$19,773"
GMC,purple,76868,2,"$58,977"
MAZDA,silver,25050,5,"$76,221"
Chevrolet,lime,75445,4,"$28,302"
Dodge,maroon,92673,6,"$69,261"
Toyota,teal,57543,3,"$72,500"
GMC,aqua,97000,4,"$88,830"
Ford,purple,95268,6,"$20,636"
Lexus,purple,6488,7,"$48,341"
Ford,blue,30153,3,"$3,905"
Buick,black,68943,7,"$70,329"
Volkswagen,green,38833,4,"$65,607"
Hyundai,blue,31498,5,"$48,345"
Mercedes-Benz,fuchsia,31980,3,"$83,937"
Nissan,olive,1914,3,"$81,359"
FIAT,fuchsia,60902,7,"$23,151"
Ford,maroon,3412,2,"$43,892"
Nissan,lime,30996,2,"$93,130"
Mercedes-Benz,maroon,89919,7,"$58,925"
Buick,green,47142,7,"$38,064"
Toyota,green,48448,7,"$99,920"
Mercedes-Benz,olive,98119,6,"$81,350"
Saturn,purple,94980,6,"$51,507"
GMC,silver,10368,7,"$59,879"
Ford,gray,39437,7,"$78,637"
BMW,silver,60756,4,"$20,557"
Acura,green,7516,3,"$43,629"
Nissan,teal,73715,2,"$58,388"
Audi,navy,34436,3,"$86,515"
MAZDA,maroon,4100,2,"$31,197"
smart,yellow,16749,2,"$22,716"
Nissan,lime,81998,6,"$3,712"
Ford,yellow,32762,6,"$51,751"
Ford,aqua,57315,5,"$12,028"
Mercedes-Benz,fuchsia,33706,2,"$56,643"
Chevrolet,blue,70273,4,"$39,929"
Chevrolet,gray,32432,5,"$36,132"
Pontiac,black,95297,7,"$72,473"
Lexus,fuchsia,36672,5,"$36,961"
Mercedes-Benz,navy,40017,4,"$34,873"
Volkswagen,navy,40435,4,"$77,818"
Honda,aqua,71369,3,"$22,890"
Mercury,fuchsia,68595,6,"$92,407"
Toyota,fuchsia,99356,4,"$86,998"
Buick,lime,74989,4,"$8,456"
Ford,blue,94881,5,"$33,606"
Honda,purple,70058,4,"$3,862"
MAZDA,navy,90378,5,"$11,286"
Subaru,blue,59352,7,"$57,772"
GMC,aqua,59241,3,"$43,441"
GMC,blue,63660,6,"$6,742"
Hyundai,gray,42984,2,"$50,237"
Lexus,black,95280,3,"$90,556"
Toyota,black,97087,2,"$1,903"
Volkswagen,teal,70225,2,"$24,374"
Volkswagen,olive,69695,7,"$14,031"
Chevrolet,gray,10646,6,"$28,886"
Kia,blue,70163,3,"$38,240"
Dodge,white,44708,4,"$68,532"
